filepath|weather|severity
/data/MWSC/data/all/Clear/2018-12-21_09-12-59_01800.png|['Snowy']|['Light']
/data/MWSC/data/all/Clear/2018-02-06_16-22-35_00400.png|['Snowy']|['Light']
/data/MWSC/data/all/Rainy/016_L_2376.png|['Rainy']|['Light']
/data/MWSC/data/all/Rainy/015_L_0664.png|['Rainy']|['Moderate']
/data/MWSC/data/all/Clear/HT_VAL_000865_SH_010.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TEST_008749_SH_010.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_VAL_002344_SH_010.jpg|['Clear']|['Light']
/data/MWSC/data/all/Rainy/012_L_3530.png|['Rainy', 'Snowy']|['Light']
/data/MWSC/data/all/Rainy/HT_VAL_003990_SH_012.jpg|['Rainy']|['Light']
/data/MWSC/data/all/Rainy/015_L_0671.png|['Rainy']|['Light']
/data/MWSC/data/all/Clear/006_L_2148.png|['Clear']|['Light']
/data/MWSC/data/all/Foggy/2018-03-15_09-28-52_00300.png|['Foggy']|['Moderate']
/data/MWSC/data/all/Snowy/024_L_4713.png|['Snowy']|['Heavy']
/data/MWSC/data/all/Snowy/2019-01-09_13-50-10_00400.png|['Snowy']|['Heavy']
/data/MWSC/data/all/Clear/HT_TRAIN_004944_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_VAL_002586_SH_010.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TRAIN_000093_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Foggy/2018-12-21_10-52-52_00500.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Clear/HT_TEST_008367_SH_010.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/GOPR0478_frame_000900_rgb_ref_anon.png|['Clear']|['Light']
/data/MWSC/data/all/Snowy/018_L_0639.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Snowy/019_L_1735.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Rainy/HT_TEST_003923_SZ_002.jpg|['Rainy']|['Moderate']
/data/MWSC/data/all/Clear/GP030176_frame_000109_rgb_ref_anon.png|['Clear']|['Light']
/data/MWSC/data/all/Snowy/018_L_0397.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Snowy/019_L_0987.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Snowy/019_L_0190.png|['Snowy']|['Light']
/data/MWSC/data/all/Clear/HT_VAL_000479_SH_010.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/002_L_8984.png|['Clear']|['Light']
/data/MWSC/data/all/Clear/GP010400_frame_000128_rgb_ref_anon.png|['Clear']|['Light']
/data/MWSC/data/all/Snowy/019_L_1382.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Rainy/HT_TEST_001734_SZ_002.jpg|['Rainy']|['Moderate']
/data/MWSC/data/all/Clear/HT_VAL_003440_SH_010.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/2018-12-16_14-17-31_04500.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Clear/GP010176_frame_001057_rgb_ref_anon.png|['Clear']|['Light']
/data/MWSC/data/all/Rainy/HT_VAL_003551_SH_012.jpg|['Rainy']|['Light']
/data/MWSC/data/all/Rainy/016_L_1742.png|['Rainy']|['Light']
/data/MWSC/data/all/Clear/HT_TEST_000926_SH_010.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TEST_007893_SH_010.jpg|['Clear']|['Light']
/data/MWSC/data/all/Foggy/2018-02-04_13-26-00_00100.png|['Foggy', 'Rainy', 'Snowy']|['Moderate']
/data/MWSC/data/all/Clear/HT_VAL_004551_SZ_010.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TEST_002084_SH_010.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/GP020478_frame_000034_rgb_ref_anon.png|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TRAIN_002226_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/006_L_1127.png|['Clear']|['Light']
/data/MWSC/data/all/Snowy/GP010122_frame_000136_rgb_anon.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Snowy/018_L_1210.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Foggy/2018-12-12_10-05-19_00500.png|['Snowy']|['Light']
/data/MWSC/data/all/Rainy/012_L_7230.png|['Foggy', 'Snowy']|['Moderate']
/data/MWSC/data/all/Clear/006_L_2327.png|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TEST_008158_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/GP020478_frame_000107_rgb_ref_anon.png|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TEST_007029_SH_010.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TRAIN_003141_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Foggy/GP010478_frame_000428_rgb_anon.png|['Foggy']|['Moderate']
/data/MWSC/data/all/Clear/002_L_7932.png|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TRAIN_004705_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Rainy/016_L_1369.png|['Rainy']|['Light']
/data/MWSC/data/all/Snowy/017_L_6858.png|['Snowy']|['Light']
/data/MWSC/data/all/Clear/HT_TRAIN_003637_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TEST_002361_SH_010.jpg|['Clear']|['Light']
/data/MWSC/data/all/Snowy/018_L_0058.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Clear/HT_TEST_001054_SH_010.jpg|['Clear']|['Light']
/data/MWSC/data/all/Snowy/021_L_0068.png|['Rainy', 'Snowy']|['Light']
/data/MWSC/data/all/Rainy/GP010573_frame_000369_rgb_anon.png|['Rainy']|['Light']
/data/MWSC/data/all/Clear/HT_TRAIN_003630_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Rainy/012_L_4045.png|['Foggy', 'Snowy']|['Moderate']
/data/MWSC/data/all/Snowy/027_L_1063.png|['Rainy']|['Light']
/data/MWSC/data/all/Clear/002_L_6694.png|['Clear']|['Light']
/data/MWSC/data/all/Snowy/018_L_0509.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Clear/HT_TRAIN_001395_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TRAIN_002916_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TRAIN_003934_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Snowy/021_L_5651.png|['Rainy']|['Light']
/data/MWSC/data/all/Snowy/024_L_4764.png|['Snowy']|['Heavy']
/data/MWSC/data/all/Snowy/024_L_6651.png|['Snowy']|['Heavy']
/data/MWSC/data/all/Rainy/015_L_0237.png|['Rainy']|['Moderate']
/data/MWSC/data/all/Clear/HT_TRAIN_001738_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/2018-12-09_10-36-14_00100.png|['Rainy']|['Light']
/data/MWSC/data/all/Clear/2019-05-02_17-25-59_00660.png|['Clear']|['Light']
/data/MWSC/data/all/Snowy/GP050176_frame_000800_rgb_anon.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Clear/006_L_0423.png|['Clear']|['Light']
/data/MWSC/data/all/Clear/2018-02-07_14-18-25_01000.png|['Snowy']|['Light']
/data/MWSC/data/all/Snowy/021_L_1232.png|['Rainy', 'Snowy']|['Light']
/data/MWSC/data/all/Snowy/2018-02-06_13-59-20_00600.png|['Snowy']|['Light']
/data/MWSC/data/all/Rainy/015_L_0952.png|['Rainy']|['Moderate']
/data/MWSC/data/all/Clear/2018-02-05_12-42-41_00800.png|['Clear']|['Light']
/data/MWSC/data/all/Clear/2018-02-09_15-02-30_00500.png|['Snowy']|['Light']
/data/MWSC/data/all/Snowy/024_L_3505.png|['Snowy']|['Heavy']
/data/MWSC/data/all/Clear/002_L_1903.png|['Clear']|['Light']
/data/MWSC/data/all/Clear/006_L_2368.png|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TRAIN_002635_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Rainy/012_L_0545.png|['Foggy', 'Snowy']|['Moderate']
/data/MWSC/data/all/Clear/HT_TEST_000766_SH_010.jpg|['Clear']|['Light']
/data/MWSC/data/all/Rainy/014_L_2062.png|['Rainy']|['Moderate']
/data/MWSC/data/all/Clear/HT_TRAIN_001919_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Snowy/2018-02-07_12-04-45_00660.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Snowy/2018-12-19_10-59-51_02470.png|['Snowy']|['Heavy']
/data/MWSC/data/all/Snowy/019_L_1012.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Snowy/019_L_0617.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Clear/HT_TRAIN_002953_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Snowy/018_L_1038.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Snowy/019_L_0691.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Clear/HT_TRAIN_002008_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Snowy/017_L_2155.png|['Snowy']|['Light']
/data/MWSC/data/all/Snowy/019_L_1511.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Clear/GP010402_frame_000843_rgb_ref_anon.png|['Clear']|['Light']
/data/MWSC/data/all/Snowy/017_L_4822.png|['Snowy']|['Light']
/data/MWSC/data/all/Rainy/HT_TEST_004505_SH_012.jpg|['Rainy']|['Light']
/data/MWSC/data/all/Clear/2018-02-04_11-19-03_00600.png|['Snowy']|['Light']
/data/MWSC/data/all/Snowy/024_L_3184.png|['Snowy']|['Heavy']
/data/MWSC/data/all/Clear/GP010478_frame_000071_rgb_ref_anon.png|['Clear']|['Light']
/data/MWSC/data/all/Snowy/025_L_1023.png|['Foggy', 'Snowy']|['Moderate']
/data/MWSC/data/all/Clear/HT_TRAIN_001090_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Snowy/019_L_0110.png|['Snowy']|['Light']
/data/MWSC/data/all/Rainy/014_L_0517.png|['Rainy']|['Light']
/data/MWSC/data/all/Rainy/GOPR0573_frame_000549_rgb_anon.png|['Rainy']|['Light']
/data/MWSC/data/all/Clear/006_L_2395.png|['Clear']|['Light']
/data/MWSC/data/all/Snowy/021_L_5976.png|['Foggy']|['Light']
/data/MWSC/data/all/Foggy/2019-01-09_09-34-13_00300.png|['Snowy']|['Light']
/data/MWSC/data/all/Clear/007_L_1029.png|['Clear']|['Light']
/data/MWSC/data/all/Rainy/GOPR0573_frame_000461_rgb_anon.png|['Rainy']|['Light']
/data/MWSC/data/all/Clear/2018-12-19_13-16-14_03900.png|['Snowy']|['Light']
/data/MWSC/data/all/Snowy/2018-12-19_10-32-26_01100.png|['Snowy']|['Heavy']
/data/MWSC/data/all/Clear/HT_TRAIN_000316_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/007_L_1951.png|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TRAIN_001976_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Snowy/GP040176_frame_000163_rgb_anon.png|['Snowy']|['Light']
/data/MWSC/data/all/Snowy/GOPR0606_frame_001040_rgb_anon.png|['Rainy', 'Snowy']|['Moderate']
/data/MWSC/data/all/Snowy/027_L_5564.png|['Foggy', 'Rainy']|['Light']
/data/MWSC/data/all/Snowy/017_L_2244.png|['Snowy']|['Light']
/data/MWSC/data/all/Clear/GP020606_frame_000503_rgb_ref_anon.png|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_VAL_004114_SZ_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Snowy/027_L_0301.png|['Snowy']|['Light']
/data/MWSC/data/all/Foggy/GP010476_frame_000125_rgb_anon.png|['Foggy']|['Moderate']
/data/MWSC/data/all/Clear/2018-02-09_11-25-48_00700.png|['Snowy']|['Light']
/data/MWSC/data/all/Snowy/2019-01-09_14-54-03_00600.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Snowy/021_L_5865.png|['Rainy']|['Light']
/data/MWSC/data/all/Clear/HT_TRAIN_003776_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TRAIN_002456_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Snowy/GP040176_frame_000268_rgb_anon.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Snowy/017_L_0661.png|['Snowy']|['Light']
/data/MWSC/data/all/Foggy/GOPR0477_frame_000459_rgb_anon.png|['Foggy']|['Moderate']
/data/MWSC/data/all/Clear/HT_TEST_003842_SH_030.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TRAIN_002874_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Snowy/027_L_3770.png|['Foggy']|['Light']
/data/MWSC/data/all/Clear/HT_TRAIN_003273_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/GOPR0607_frame_000172_rgb_ref_anon.png|['Clear']|['Light']
/data/MWSC/data/all/Clear/2018-02-05_14-14-07_00000.png|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TRAIN_001497_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Rainy/HT_VAL_004630_SH_012.jpg|['Foggy']|['Light']
/data/MWSC/data/all/Snowy/2018-02-07_12-10-36_00200.png|['Snowy']|['Light']
/data/MWSC/data/all/Clear/GP010475_frame_000300_rgb_ref_anon.png|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TEST_008591_SH_010.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/002_L_3404.png|['Clear']|['Light']
/data/MWSC/data/all/Clear/2018-12-09_11-23-03_01500.png|['Rainy']|['Light']
/data/MWSC/data/all/Clear/2018-02-09_15-33-31_00300.png|['Snowy']|['Light']
/data/MWSC/data/all/Clear/002_L_2060.png|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TEST_003716_SH_010.jpg|['Clear']|['Light']
/data/MWSC/data/all/Rainy/016_L_1042.png|['Rainy']|['Light']
/data/MWSC/data/all/Clear/GP040176_frame_000049_rgb_ref_anon.png|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TRAIN_004332_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/2018-02-09_10-23-13_00400.png|['Snowy']|['Light']
/data/MWSC/data/all/Rainy/014_L_6087.png|['Rainy']|['Light']
/data/MWSC/data/all/Snowy/024_L_3257.png|['Foggy', 'Snowy']|['Heavy']
/data/MWSC/data/all/Rainy/014_L_0968.png|['Rainy']|['Light']
/data/MWSC/data/all/Rainy/HT_TEST_001962_SZ_002.jpg|['Rainy']|['Moderate']
/data/MWSC/data/all/Rainy/015_L_0840.png|['Rainy']|['Moderate']
/data/MWSC/data/all/Rainy/012_L_0326.png|['Foggy']|['Moderate']
/data/MWSC/data/all/Snowy/019_L_0800.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Snowy/017_L_0353.png|['Snowy']|['Light']
/data/MWSC/data/all/Rainy/HT_TEST_003214_SZ_002.jpg|['Rainy']|['Moderate']
/data/MWSC/data/all/Clear/HT_TRAIN_001273_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TRAIN_000524_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/2018-12-22_14-44-44_04000.png|['Foggy']|['Light']
/data/MWSC/data/all/Rainy/HT_VAL_003427_GZ_002.jpg|['Rainy']|['Light']
/data/MWSC/data/all/Clear/006_L_1281.png|['Clear']|['Light']
/data/MWSC/data/all/Clear/2018-02-09_14-51-35_00200.png|['Snowy']|['Light']
/data/MWSC/data/all/Rainy/012_L_3375.png|['Rainy', 'Snowy']|['Light']
/data/MWSC/data/all/Clear/HT_TEST_009159_SH_010.jpg|['Clear']|['Light']
/data/MWSC/data/all/Snowy/017_L_7009.png|['Snowy']|['Light']
/data/MWSC/data/all/Clear/2018-12-09_11-10-02_00900.png|['Rainy']|['Light']
/data/MWSC/data/all/Clear/2018-12-09_11-23-03_00700.png|['Foggy']|['Moderate']
/data/MWSC/data/all/Snowy/018_L_0525.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Snowy/025_L_1106.png|['Foggy', 'Snowy']|['Moderate']
/data/MWSC/data/all/Rainy/015_L_0695.png|['Rainy']|['Light']
/data/MWSC/data/all/Snowy/025_L_1790.png|['Snowy']|['Heavy']
/data/MWSC/data/all/Snowy/019_L_0049.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Rainy/013_L_6045.png|['Rainy']|['Light']
/data/MWSC/data/all/Snowy/027_L_1043.png|['Rainy']|['Light']
/data/MWSC/data/all/Rainy/GP010402_frame_000499_rgb_anon.png|['Rainy']|['Light']
/data/MWSC/data/all/Clear/2019-05-02_18-40-13_00090.png|['Rainy']|['Light']
/data/MWSC/data/all/Snowy/018_L_0832.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Rainy/HT_TEST_009887_SH_012.jpg|['Foggy']|['Light']
/data/MWSC/data/all/Clear/006_L_1996.png|['Clear']|['Light']
/data/MWSC/data/all/Clear/2018-02-08_13-51-17_00100.png|['Snowy']|['Light']
/data/MWSC/data/all/Rainy/015_L_0881.png|['Rainy']|['Heavy']
/data/MWSC/data/all/Clear/HT_TRAIN_001658_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TRAIN_003525_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Snowy/018_L_0879.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Clear/HT_TEST_007189_SH_010.jpg|['Clear']|['Light']
/data/MWSC/data/all/Rainy/HT_TEST_006693_SZ_002.jpg|['Rainy']|['Light']
/data/MWSC/data/all/Snowy/024_L_4919.png|['Snowy']|['Heavy']
/data/MWSC/data/all/Rainy/GP010402_frame_000078_rgb_anon.png|['Rainy']|['Light']
/data/MWSC/data/all/Clear/006_L_0145.png|['Clear']|['Light']
/data/MWSC/data/all/Snowy/019_L_1951.png|['Foggy', 'Snowy']|['Moderate']
/data/MWSC/data/all/Snowy/021_L_1318.png|['Foggy', 'Rainy']|['Light']
/data/MWSC/data/all/Clear/HT_TRAIN_003101_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Rainy/HT_TEST_003335_SZ_002.jpg|['Foggy']|['Light']
/data/MWSC/data/all/Snowy/2019-01-09_15-29-26_02400.png|['Snowy']|['Heavy']
/data/MWSC/data/all/Clear/HT_VAL_000199_SH_010.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/GP020400_frame_000834_rgb_ref_anon.png|['Clear']|['Light']
/data/MWSC/data/all/Snowy/027_L_4359.png|['Rainy']|['Light']
/data/MWSC/data/all/Snowy/019_L_1601.png|['Snowy']|['Heavy']
/data/MWSC/data/all/Rainy/014_L_7152.png|['Rainy']|['Light']
/data/MWSC/data/all/Clear/GOPR0478_frame_000407_rgb_ref_anon.png|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TEST_005484_SH_010.jpg|['Clear']|['Light']
/data/MWSC/data/all/Foggy/GOPR0477_frame_000669_rgb_anon.png|['Foggy']|['Moderate']
/data/MWSC/data/all/Clear/2018-02-05_12-40-12_00000.png|['Clear']|['Light']
/data/MWSC/data/all/Clear/GP020176_frame_000652_rgb_ref_anon.png|['Clear']|['Light']
/data/MWSC/data/all/Snowy/018_L_1011.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Snowy/2018-02-12_15-25-07_00100.png|['Snowy']|['Heavy']
/data/MWSC/data/all/Clear/HT_TRAIN_002173_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Snowy/2018-12-19_10-37-27_04700.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Clear/2018-02-07_13-31-17_00270.png|['Snowy']|['Light']
/data/MWSC/data/all/Clear/GP010478_frame_000961_rgb_ref_anon.png|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TRAIN_001322_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Snowy/GP010607_frame_000764_rgb_anon.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Clear/HT_TRAIN_003983_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Rainy/013_L_8451.png|['Foggy']|['Light']
/data/MWSC/data/all/Clear/GP010494_frame_000025_rgb_ref_anon.png|['Clear']|['Light']
/data/MWSC/data/all/Snowy/GOPR0604_frame_000515_rgb_anon.png|['Snowy']|['Light']
/data/MWSC/data/all/Clear/HT_TEST_002211_SH_010.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/007_L_0823.png|['Clear']|['Light']
/data/MWSC/data/all/Rainy/013_L_3949.png|['Foggy']|['Light']
/data/MWSC/data/all/Clear/GP010607_frame_000995_rgb_ref_anon.png|['Clear']|['Light']
/data/MWSC/data/all/Snowy/027_L_1785.png|['Rainy']|['Light']
/data/MWSC/data/all/Clear/HT_VAL_000433_SH_010.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/2019-05-02_21-29-28_00510.png|['Clear']|['Light']
/data/MWSC/data/all/Clear/007_L_1032.png|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TEST_005221_SH_010.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TEST_004246_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Snowy/025_L_1230.png|['Foggy', 'Snowy']|['Heavy']
/data/MWSC/data/all/Rainy/016_L_0550.png|['Rainy']|['Light']
/data/MWSC/data/all/Rainy/013_L_6243.png|['Rainy']|['Light']
/data/MWSC/data/all/Snowy/2019-01-09_14-05-22_01400.png|['Snowy']|['Heavy']
/data/MWSC/data/all/Rainy/GP020402_frame_000424_rgb_anon.png|['Rainy']|['Light']
/data/MWSC/data/all/Rainy/GP020400_frame_000001_rgb_anon.png|['Rainy']|['Moderate']
/data/MWSC/data/all/Clear/2018-02-07_16-41-22_00000.png|['Snowy']|['Light']
/data/MWSC/data/all/Rainy/014_L_8009.png|['Rainy']|['Light']
/data/MWSC/data/all/Clear/HT_VAL_003881_SH_010.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TRAIN_002242_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Snowy/017_L_2025.png|['Snowy']|['Light']
/data/MWSC/data/all/Rainy/012_L_1062.png|['Foggy', 'Snowy']|['Moderate']
/data/MWSC/data/all/Clear/006_L_1387.png|['Clear']|['Light']
/data/MWSC/data/all/Snowy/018_L_1258.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Snowy/017_L_5715.png|['Snowy']|['Light']
/data/MWSC/data/all/Clear/002_L_7133.png|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TRAIN_001540_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_VAL_003809_SZ_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Clear/HT_TRAIN_002710_SH_000.jpg|['Clear']|['Light']
/data/MWSC/data/all/Rainy/GP010400_frame_000538_rgb_anon.png|['Rainy']|['Light']
/data/MWSC/data/all/Snowy/021_L_0192.png|['Foggy', 'Snowy']|['Light']
/data/MWSC/data/all/Clear/2019-05-02_17-37-41_00090.png|['Foggy']|['Light']
/data/MWSC/data/all/Foggy/2018-12-21_10-44-13_00300.png|['Snowy']|['Moderate']
/data/MWSC/data/all/Clear/007_L_2404.png|['Clear']|['Light']
/data/MWSC/data/all/Rainy/014_L_6342.png|['Rainy']|['Light']
/data/MWSC/data/all/Clear/GOPR0478_frame_000279_rgb_ref_anon.png|['Clear']|['Light']
/data/MWSC/data/all/Snowy/019_L_1655.png|['Snowy']|['Heavy']
/data/MWSC/data/all/Snowy/024_L_5222.png|['Snowy']|['Heavy']
/data/MWSC/data/all/Snowy/024_L_4946.png|['Foggy', 'Snowy']|['Heavy']
